SulphurExports	Sulphur Exports	Raise Venus 1 step. Increase your M€ production 1 step for each Venus tag you have.
SulphurEatingBacteria	Sulphur-Eating Bacteria	Requires Venus 6%.	Action: Add 1 microbe to this card, or remove one or more microbes from this card to gain triple that amount of M€.
TerraformingContract	Terraforming Contract	Requires that you have a terraform rating of 25 or more. Increase your M€ production 4 steps.
Thermophiles	Thermophiles	Requires Venus 6%.	Action: Add 1 microbe to a Venus card, or remove 2 microbes from this card to raise Venus 1 step.
WaterToVenus	Water To Venus	Raise Venus 1 step.
VenusGovernor	Venus Governor	Requires 2 Venus tags. Increase your M€ production 2 steps.
VenusMagnetizer	Venus Magnetizer	Requires Venus 10%.	Action: Decrease your energy production 1 step to raise Venus 1 step.
VenusSoils	Venus Soils	Raise Venus 1 step. Increase your plant production 1 step. Add 2 microbes to any card.
VenusWaystation	Venus Waystation	1 VP.	Effect: When you play a Venus tag, you pay 2 M€ less.
VenusianAnimals	Venusian Animals	Requires Venus 18%. Worth 1 VP per animal on this card.	Effect: When you play a science tag, add 1 animal to this card.
VenusianInsects	Venusian Insects	Requires Venus 12%. Worth 1 VP per 2 microbes on this card.	Action: Add 1 microbe to this card.
VenusianPlants	Venusian Plants	Requires Venus 16%. Raise Venus 1 step. Add 1 microbe or 1 animal to a Venus card. 1 VP.
CheungShingMars	Cheung Shing Mars	Gain 44 M€. Increase your M€ production 3 steps.	Effect: When you play a building tag, you pay 2 M€ less.
PointLuna	Point Luna	Gain 38 M€. Increase your titanium production 1 step.	Effect: When you play an Earth tag, draw a project card.
RobinsonIndustries	Robinson Industries	Gain 47 M€.	Action: Spend 4 M€ to increase one of your lowest productions 1 step.
ValleyTrust	Valley Trust	Gain 37 M€. As your first action, [3 PreludeCard], then [-2 PreludeCard], then [PlayCard<Class<PreludeCard>>].	Effect: When you play a science tag, you pay 2 M€ less.
Vitor	Vitor	Gain 45 M€. [Class<Award>: Vitor_Mandate], or do nothing. [CLASS CitationsIgnoringRemoves].	Effect: [CardFront(HAS CitationsIgnoringRemoves<Class<VictoryPoint>>): 3].
AlliedBank	Allied Bank	Increase your M€ production 4 steps. Gain 3 M€.
AquiferTurbines	Aquifer Turbines	Place an ocean tile. Increase your energy production 2 steps. Remove 3 M€.
Biofuels	Biofuels	Increase your plant production 1 step and your energy production 1 step. Gain 2 plants.
Biolab	Biolab	Increase your plant production 1 step. Draw 3 project cards.
BiosphereSupport	Biosphere Support	Decrease your M€ production 1 step and increase your plant production 2 steps.
BusinessEmpire	Business Empire	Increase your M€ production 6 steps. Remove 6 M€.
DomeFarming	Dome Farming	Increase your plant production 1 step and your M€ production 2 steps.
Donation	Donation	Gain 21 M€.
EarlySettlement	Early Settlement	Place a city tile. Increase your plant production 1 step.
EcologyExperts	Ecology Experts	Increase your plant production 1 step. Play a card from hand, ignoring global requirements.
ExcentricSponsor	Excentric Sponsor	Play a card from hand, reducing its cost by 25 M€.
ExperimentalForest	Experimental Forest	Place a greenery tile (and raise oxygen 1 step). Draw 2 plant cards.
GalileanMining	Galilean Mining	Increase your titanium production 2 steps. Remove 5 M€.
GreatAquifer	Great Aquifer	Place 2 ocean tiles.
HugeAsteroid	Huge Asteroid	Raise temperature 3 steps. Remove 5 M€.
IoResearchOutpost	Io Research Outpost	Increase your titanium production 1 step. Draw a project card.
Loan	Loan	Decrease your M€ production 2 steps. Gain 30 M€.
MartianIndustries	Martian Industries	Increase your energy production 1 step and your steel production 1 step. Gain 6 M€.
MetalRichAsteroid	Metal-Rich Asteroid	Raise temperature 1 step. Gain 4 titanium and 4 steel.
MetalsCompany	Metals Company	Increase your M€ production 1 step, your steel production 1 step, and your titanium production 1 step.
MiningOperations	Mining Operations	Increase your steel production 2 steps. Gain 4 steel.
Mohole	Mohole	Increase your heat production 3 steps. Gain 3 heat.
MoholeExcavation	Mohole Excavation	Increase your steel production 1 step and your heat production 2 steps. Gain 2 heat.
NitrogenShipment	Nitrogen Shipment	Raise your terraform rating 1 step. Increase your plant production 1 step. Gain 5 M€.
OrbitalConstructionYard	Orbital Construction Yard	Increase your titanium production 1 step. Gain 4 titanium.
PolarIndustries	Polar Industries	Place an ocean tile. Increase your heat production 2 steps.
PowerGeneration	Power Generation	Increase your energy production 3 steps.
ResearchNetwork	Research Network	Increase your M€ production 1 step. Draw 3 project cards. [WildTag<This>].
SelfSufficientSettlement	Self-Sufficient Settlement	Place a city tile. Increase your M€ production 2 steps.
SmeltingPlant	Smelting Plant	Raise oxygen 2 steps. Gain 5 steel.
SocietySupport	Society Support	Decrease your M€ production 1 step and increase your plant production 1 step, your energy production 1 step, and your heat production 1 step.
Supplier	Supplier	Increase your energy production 2 steps. Gain 4 steel.
SupplyDrop	Supply Drop	Gain 3 titanium, 8 steel, and 3 plants.
UnmiContractor	UNMI Contractor	Raise your terraform rating 3 steps. Draw a project card.
AcquiredSpaceAgency	Acquired Space Agency	Gain 6 titanium. Draw 2 space cards.
HousePrinting	House Printing	Increase your steel production 1 step. 1 VP.
LavaTubeSettlement	Lava Tube Settlement	Decrease your energy production 1 step and increase your M€ production 2 steps. Place a city tile on a volcanic area if using a board that has one, otherwise place it normally.
MartianSurvey	Martian Survey	Oxygen must be 4% or less. Draw 2 project cards. 1 VP.
Psychrophiles	Psychrophiles	Temperature must be -20°C or colder.	Action: Add 1 microbe to this card. / Effect: When you play a plant tag, [AcceptFromCard<This>]. [PayFromCard<This>:: -2 Owed].
ResearchCoordination	Research Coordination	[WildTag<This>].
SfMemorial	SF Memorial	Draw a project card. 1 VP.
SpaceHotels	Space Hotels	Requires 2 Earth tags. Increase your M€ production 4 steps.
NirgalEnterprises	Nirgal Enterprises	Gain 30 M€. Increase your energy production 1 step, your plant production 1 step, and your steel production 1 step.	Effect: [UseAction<ClaimMilestoneSA>: -Owed / Owed]. [UseAction<FundAwardSA>: -Owed / Owed].
PalladinShipping	Palladin Shipping	Gain 36 M€ and 5 titanium.	Action: Spend 2 titanium to raise temperature 1 step. / Effect: When you play a space event card, gain 1 titanium.
SagittaFrontierServices	Sagitta Frontier Services	Gain 31 M€. Increase your energy production 1 step and your M€ production 2 steps. Draw a project card.	Effect: [CardFront(HAS MAX 0 Tag): 4]. [CardFront(HAS =1 Tag): 1].
EcoTec	EcoTec	Gain 42 M€. Increase your plant production 1 step.	Effect: When you play a bio tag, gain 1 plant or add 1 microbe to any card.
AppliedScience	Applied Science	[WildTag<This>]. Add 6 science resources to this card.	Action: Remove 1 science resource from this card to add 1 resource to a card with 1 or more resources on it or gain any standard resource.
AtmosphericEnhancers	Atmospheric Enhancers	Raise temperature 2 steps, oxygen 2 steps, or Venus 2 steps. Draw 2 cards with floater icons.
BoardOfDirectors	Board of Directors	Add 4 director resources to this card.	Action: [PreludeCard]. [-PreludeCard] or remove 12 M€, then [-Director<This>], then [PlayCard<Class<PreludeCard>>].
ColonyTradeHub	Colony Trade Hub	Increase your energy production 1 step. Gain 2 titanium.	Effect: When any colony is placed, gain 2 M€.
EarlyColonization	Early Colonization	Place a colony. Gain 3 energy. [2 AdvanceColonyTracks].
FloatingTradeHub	Floating Trade Hub		Action: [-> 2 Floater OR X Floater<This> -> X StandardResource].
FocusedOrganization	Focused Organization	Draw a project card. Gain any standard resource. [CLASS FocusedOrganizationGain].	Action: Discard a project card, then [-StandardResource], then [FocusedOrganizationGain].
IndustrialComplex	Industrial Complex	Remove 18 M€. [Production<Class<Megacredit>> / 6 - Production<Class<Megacredit>>]. [Production<Class<Steel>> / 1 - Production<Class<Steel>>]. [Production<Class<Titanium>> / 1 - Production<Class<Titanium>>]. [Production<Class<Plant>> / 1 - Production<Class<Plant>>]. [Production<Class<Energy>> / 1 - Production<Class<Energy>>]. [Production<Class<Heat>> / 1 - Production<Class<Heat>>].
MainBeltAsteroids	Main Belt Asteroids	Remove 5 M€. Worth 1 VP per 2 asteroids on this card.	Action: Add 1 asteroid to any card. / Effect: When you add an asteroid to this card, gain 1 titanium.
NobelPrize	Nobel Prize	[WildTag<This>]. Gain 5 M€. Draw 2 cards with requirements. 2 VPs.
OldMiningColony	Old Mining Colony	Increase your titanium production 1 step. Place a colony. Discard a project card.
PlanetaryAlliance	Planetary Alliance	Raise your terraform rating 2 steps. Draw a project card. Draw a project card.
ProjectEden	Project Eden	Place an ocean tile. Place a city tile. Place a greenery tile (and raise oxygen 1 step). Discard 3 project cards.
Recession	Recession	Gain 10 M€. [CLASS RecessionWatcher].
SoilBacteria	Soil Bacteria	Draw 2 microbe cards. Gain 3 plants.	Effect: When you play a plant tag or a microbe tag, gain 1 plant.
SpaceLanes	Space Lanes	Gain 3 titanium.	Effect: [PlayTag<Class<PlanetTag>>:: -2 Owed].
SuitableInfrastructure	Suitable Infrastructure	Gain 5 steel. [CLASS SuitableInfrastructurePaid].	Effect: [UseAction<StandardAction>:: -SuitableInfrastructurePaid.]. [NewTurn IF PreludePhase:: -SuitableInfrastructurePaid.]. [X Production<Class<StandardResource>> IF ActionPhase OR PreludePhase: SuitableInfrastructurePaid.].
TerraformingDeal	Terraforming Deal		Effect: [TerraformRating: 2].
VenusContract	Venus Contract	Draw a Venus card. Raise your terraform rating 1 step.	Effect: [VenusStep: 3].
VenusL1Shade	Venus L1 Shade	Raise Venus 3 steps.
WorldGovernmentAdvisor	World Government Advisor	Raise your terraform rating 2 steps. Draw a project card.	Action: [WorldGovernmentTerraforming BY Engine].
CeresTechMarket	Ceres Tech Market	Gain 2 M€ for each colony you own. 1 VP.	Action: [X ProjectCard -> 2X].
CloudTourism	Cloud Tourism	[Production<Class<Megacredit>> / EarthTag MAX VenusTag]. Worth 1 VP per 3 floaters on this card.	Action: Add 1 floater to this card.
FloatingRefinery	Floating Refinery	Add 1 floater to this card for each Venus tag you have.	Action: Add 1 floater to this card, or remove 2 floaters from any of your cards to gain 1 titanium and 2 M€.
IshtarExpedition	Ishtar Expedition	Requires Venus 10%. Gain 3 titanium. Draw 2 Venus cards.
MicrogravityNutrition	Microgravity Nutrition	Increase your M€ production 1 step for each colony you own. 1 VP.
SoilStudies	Soil Studies	Temperature must be -4°C or colder. [Plant / (VenusTag OR PlantTag OR Colony)].
StratosphericExpedition	Stratospheric Expedition	Add 2 floaters to any card. Draw 2 Venus cards. 1 VP.
UnexpectedApplication	Unexpected Application	Discard a project card to raise Venus 1 step.
VenusAllies	Venus Allies	Raise Venus 2 steps. Gain 4 M€ for each colony you own. 2 VPs.
VenusOrbitalSurvey	Venus Orbital Survey		Action: Draw a project card or look at the top card and either buy it or discard it. Draw a project card or look at the top card and either buy it or discard it.
VenusShuttles	Venus Shuttles	Add 2 floaters to a Venus card.	Action: [1 / 12 - VenusTag -> VenusStep].
VenusTradeHub	Venus Trade Hub	Requires 2 Venus tags. 1 VP.	Effect: When you trade, gain 3 M€.
Arklight	Arklight	Gain 45 M€. Increase your M€ production 2 steps. Worth 1 VP per 2 animals on this card.	Effect: When you play an animal tag or a plant tag, add 1 animal to this card.
Polyphemos	Polyphemos	Gain 50 M€ and 5 titanium. Increase your M€ production 5 steps.	Effect: When you buy a card to hand, pay 2 M€ extra.
Poseidon	Poseidon	Gain 45 M€. As your first action, place a colony.	Effect: When any colony is placed, increase your M€ production 1 step.
Airliners	Airliners	Requires that you have 3 floaters. Increase your M€ production 2 steps. Add 2 floaters to any card. 1 VP.
AirRaid	Air Raid	Remove 1 floater from any card. Steal up to 5 M€ from any player.
AtmoCollectors	Atmo Collectors	Add 2 floaters to any card.	Action: Add 1 floater to this card, or remove 1 floater from this card to gain 2 titanium, 3 energy, or 4 heat.
CommunityServices	Community Services	Increase your M€ production 1 step for each card with no tags. 1 VP.
Conscription	Conscription	Requires 2 Earth tags. The next card you play this generation costs 16 M€ less. -1 VP.
CoronaExtractor	Corona Extractor	Requires 4 science tags. Increase your energy production 4 steps.
CryoSleep	Cryo-Sleep	1 VP.	Effect: When you use the Trade standard action, you pay 1 less resource for it.
EarthElevator	Earth Elevator	Increase your titanium production 3 steps. 4 VPs.
EcologyResearch	Ecology Research	Increase your plant production 1 step for each colony you own. Add 1 animal to any card. Add 2 microbes to any card. 1 VP.
FloaterLeasing	Floater Leasing	Increase your M€ production 1 step for every 3 floaters you have.
FloaterPrototypes	Floater Prototypes	Add 2 floaters to any card.
FloaterTechnology	Floater Technology		Action: Add 1 floater to any card.
GalileanWaystation	Galilean Waystation	Increase your M€ production 1 step for each Jovian tag among all players. 1 VP.
HeavyTaxation	Heavy Taxation	Requires 2 Earth tags. Increase your M€ production 2 steps. Gain 4 M€. -1 VP.
IceMoonColony	Ice Moon Colony	Place a colony. Place an ocean tile.
ImpactorSwarm	Impactor Swarm	Requires 2 Jovian tags. Gain 12 heat. Remove up to 2 plants from any player.
InterplanetaryColonyShip	Interplanetary Colony Ship	Place a colony.
JovianLanterns	Jovian Lanterns	Requires a Jovian tag. Raise your terraform rating 1 step. Add 2 floaters to any card. Worth 1 VP per 2 floaters on this card.	Action: Spend 1 titanium to add 2 floaters to this card.
JupiterFloatingStation	Jupiter Floating Station	Requires 3 science tags. 1 VP.	Action: Add 1 floater to a Jovian card, or gain 1 M€ for each floater on this card (max 4).
LunaGovernor	Luna Governor	Requires 3 Earth tags. Increase your M€ production 2 steps.
LunarExports	Lunar Exports	Increase your plant production 2 steps or your M€ production 5 steps.
LunarMining	Lunar Mining	Increase your titanium production 1 step for every 2 Earth tags you have.
MarketManipulation	Market Manipulation	Increase one colony tile track 1 step and decrease another colony tile track 1 step.
MartianZoo	Martian Zoo	Requires any 2 city tiles. 1 VP.	Action: Gain 1 M€ for each animal on this card. / Effect: When you play an Earth tag, add 1 animal to this card.
MiningColony	Mining Colony	Increase your titanium production 1 step. Place a colony.
MinorityRefuge	Minority Refuge	Decrease your M€ production 2 steps. Place a colony.
MolecularPrinting	Molecular Printing	Gain 1 M€ for each city tile. Gain 1 M€ for each colony. 1 VP.
NitrogenFromTitan	Nitrogen From Titan	Raise your terraform rating 2 steps. Add 2 floaters to a Jovian card. 1 VP.
PioneerSettlement	Pioneer Settlement	You must have no more than 1 colony. Decrease your M€ production 2 steps. Place a colony. 2 VPs.
ProductiveOutpost	Productive Outpost	Gain all your colony bonuses.
QuantumCommunications	Quantum Communications	Requires 4 science tags. Increase your M€ production 1 step for each colony. 1 VP.
RedSpotObservatory	Red Spot Observatory	Requires 3 science tags. Draw 2 project cards. 2 VPs.	Action: Add 1 floater to this card, or remove 1 floater from this card to draw a project card.
RefugeeCamps	Refugee Camps	Worth 1 VP per camp resource on this card.	Action: Decrease your M€ production 1 step to add 1 camp resource to this card.
ResearchColony	Research Colony	[Colony<ColonyTile>]. Draw 2 project cards.
RimFreighters	Rim Freighters		Effect: When you use the Trade standard action, you pay 1 less resource for it.
SkyDocks	Sky Docks	Requires 2 Earth tags. Gain 1 Trade Fleet. 2 VPs.	Effect: When you play a card, you pay 1 M€ less for it.
SolarProbe	Solar Probe	Draw a project card for every 3 science tags you have. 1 VP.
SolarReflectors	Solar Reflectors	Increase your heat production 5 steps.
SpacePort	Space Port	Requires 1 colony. Gain 1 Trade Fleet. Place a city tile. Decrease your energy production 1 step and increase your M€ production 4 steps.
SpacePortColony	Space Port Colony	Requires 1 colony. [Colony<ColonyTile>]. Gain 1 Trade Fleet. Worth 1 VP per 2 colonies.
SpinOffDepartment	Spin-Off Department	Increase your M€ production 2 steps.	Effect: When you play a card with a printed cost of 20 M€ or more, draw a project card.
SubZeroSaltFish	Sub-Zero Salt Fish	Requires -6°C or warmer. Decrease any player's plant production 1 step. Worth 1 VP per 2 animals on this card.	Action: Add 1 animal to this card.
TitanAirScrapping	Titan Air-Scrapping	2 VPs.	Action: Spend 1 titanium to add 2 floaters to this card, or remove 2 floaters from this card to raise your terraform rating 1 step.
TitanFloatingLaunchPad	Titan Floating Launch-Pad	Add 2 floaters to a Jovian card. 1 VP.	Action: Add 1 floater to a Jovian card, or remove 1 floater from this card to trade.
TitanShuttles	Titan Shuttles	1 VP.	Action: Add 2 floaters to a Jovian card, or remove one or more floaters from this card to gain the same number of titanium.
TradeEnvoys	Trade Envoys		Effect: When you trade, you may first increase that colony tile track 1 step.
TradingColony	Trading Colony	Place a colony.	Effect: When you trade, you may first increase that colony tile track 1 step.
UrbanDecomposers	Urban Decomposers	Requires that you have 1 city tile and 1 colony. Increase your plant production 1 step. Add 2 microbes to any card.
WarpDrive	Warp Drive	Requires 5 science tags. 2 VPs.	Effect: When you play a space tag, you pay 4 M€ less.
LakefrontResorts	Lakefront Resorts	Gain 54 M€.	Effect: When any ocean tile is placed, increase your M€ production 1 step. When you create an adjacency between an ocean tile and a tile, gain 1 M€.
Pristar	Pristar	Gain 53 M€. Lower your terraform rating 2 steps. Worth 1 VP per preservation resource on this card. [CLASS HasRaisedTr]. [CLASS TrWatcher].	Effect: [ProductionPhase IF MAX 0 HasRaisedTr: Preservation<This>, 6].
TerraLabsResearch	TerraLabs Research	Gain 14 M€. Lower your terraform rating 1 step.	Effect: When you buy a card to hand, pay 2 M€ less.
UtopiaInvest	Utopia Invest	Gain 40 M€. Increase your steel production 1 step and your titanium production 1 step.	Action: Decrease one of your productions 1 step to gain 4 resources of that kind.
Recyclon	Recyclon	Gain 38 M€. Increase your steel production 1 step.	Effect: When you play a building tag, add 1 microbe to this card or remove 2 microbes from this card to increase your plant production 1 step.
SpliceTacticalGenomics	Splice Tactical Genomics	Gain 44 M€. As your first action, draw a microbe card. [CLASS SpliceTacticalGenomicsWatcher].	Effect: When any microbe tag is played, gain 2 M€.
Factorum	Factorum	Gain 37 M€. Increase your steel production 1 step.	Action: [MAX 0 Energy: Production<Class<Energy>>], or spend 3 M€ to draw a building card.
MonsInsurance	Mons Insurance	Gain 48 M€. Increase your M€ production 4 steps. [CLASS MonsInsuranceWatcher].	Effect: [MyResourceWasRemoved<Anyone, Player> OR MyProductionWasDecreased<Anyone, Player>: 3 Megacredit<Anyone> FROM Megacredit.].
Philares	Philares	Gain 47 M€. As your first action, place a greenery tile (and raise oxygen 1 step).	Effect: When an adjacency between one of your tiles and an opponent's tile is created, gain any standard resource.
AstroDrill	AstroDrill	Gain 35 M€. Add 3 asteroids to this card.	Action: Add 1 asteroid to any card or gain any standard resource, or remove 1 asteroid from this card to gain 3 titanium.
PharmacyUnion	Pharmacy Union	Gain 54 M€. Draw a science card.	Effect: When any microbe tag is played, add 1 disease resource to this card or [MAX 0 This: Ok] and [-4.]. When you play a science tag, [TerraformRating FROM Disease<This>!] or [MAX 0 Disease: (PlayedEvent<Class<This>> FROM This THEN 3 TerraformRating) OR Ok].
TychoMagnetics	Tycho Magnetics	Gain 42 M€. Increase your energy production 1 step.	Action: [X Energy -> ProjectCard].
KuiperCooperative	Kuiper Cooperative	Gain 33 M€. Increase your titanium production 1 step.	Action: Add 1 asteroid to this card for each space tag you have. / Effect: When you use a standard project or a standard project, [AcceptFromCard<This>]. [PayFromCard<This>:: -Owed].
PolderTechDutch	Polder Tech Dutch	Gain 35 M€. As your first action, place an ocean tile, then place a greenery tile on a land area adjacent to one or more ocean tiles (and raise oxygen 1 step).	Effect: When you place an ocean tile, gain 1 energy. When you place a greenery tile, gain 1 plant.
CorporateArchives	Corporate Archives	Gain 13 M€. Draw 2 project cards.
DoubleDown	Double Down	Copy your other Prelude's direct effect.
Merger	Merger	[4 CorporationCard], then [-3 CorporationCard], then [PlayCard<Class<CorporationCard>>]. Remove 42 M€.
NewPartner	New Partner	Increase your M€ production 1 step. [2 PreludeCard], then [-PreludeCard], then [PlayCard<Class<PreludeCard>>].
HeadStart	Head Start	Gain 2 steel. [2 / ProjectCard]. [UseAction<StandardAction>!]. [UseAction<StandardAction>!].
AntiDesertificationTechniques	Anti Desertification Techniques	Gain 3 M€. Increase your plant production 1 step and your steel production 1 step.
FakeEstablishedMethods	Fake Established Methods	Gain 30 M€. [UseAction<StandardAction>!]. [UseAction<StandardAction>!].
GiantSolarCollector	Giant Solar Collector	Increase your energy production 2 steps. Raise Venus 1 step.
StrategicBasePlanning	Strategic Base Planning	Remove 3 M€. Place a city tile. Place a colony.
AlbedoPlants	Albedo Plants	Increase your plant production 1 step. Gain 1 plant.	Effect: When you play a plant tag, gain 3 heat.
SmallAsteroid	Small Asteroid	Raise temperature 1 step. Remove up to 2 plants from any player.
SnowAlgae	Snow Algae	Requires 2 ocean tiles. Increase your plant production 1 step and your heat production 1 step.
Penguins	Penguins	Requires 8 ocean tiles. Worth 1 VP per animal on this card.	Action: Add 1 animal to this card.
DuskLaserMining	Dusk Laser Mining	Requires 2 science tags. Decrease your energy production 1 step and increase your titanium production 1 step. Gain 4 titanium.
ProjectInspection	Project Inspection	[UseAction<ActionCard(HAS ActionUsedMarker)>].
EnergyMarket	Energy Market		Action: Spend 2X M€ to gain X energy, or decrease your energy production 1 step to gain 8 M€.
HiTechLab	Hi-Tech Lab	1 VP.	Action: [X Energy -> ProjectCard].
InterplanetaryTrade	Interplanetary Trade	Increase your M€ production 1 step for each different tag you have. 1 VP.
LawSuit	Law Suit	Steal 3 M€ from that player, or as much as possible, then [(MyResourceWasRemoved<Owner, Player> OR MyProductionWasDecreased<Owner, Player>): PlayedEvent<Player, Class<This>> FROM PlayedEvent<Class<This>>]. -1 VP.
MercurianAlloys	Mercurian Alloys	Requires 2 science tags.	Effect: Each titanium you spend is worth 1 M€ extra.
OrbitalCleanup	Orbital Cleanup	Decrease your M€ production 2 steps. 2 VPs.	Action: Gain 1 M€ for each science tag you have.
RegoPlastics	Rego Plastics	1 VP.	Effect: Each steel you spend is worth 1 M€ extra.
SaturnSurfing	Saturn Surfing	Add 1 floater to this card for each Earth tag you have. 1 VP.	Action: Remove 1 floater from this card to gain 1 M€ for each floater on this card (max 4) and gain 1 M€.
StanfordTorus	Stanford Torus	Place a city tile on the reserved area outside Mars. 2 VPs.
Advertising	Advertising		Effect: When you play a card with a printed cost of 20 M€ or more, increase your M€ production 1 step.
AsteroidDeflectionSystem	Asteroid Deflection System	Decrease your energy production 1 step. Worth 1 VP per asteroid on this card.	Action: Add up to 1 asteroid to this card. / Effect: Opponents may not remove your plants.
AsteroidHollowing	Asteroid Hollowing	Worth 1 VP per 2 asteroids on this card.	Action: Spend 1 titanium to add 1 asteroid to this card and increase your M€ production 1 step.
CometAiming	Comet Aiming		Action: Spend 1 titanium to add 1 asteroid to any card, or remove 1 asteroid from this card to place an ocean tile.
CrashSiteCleanup	Crash Site Cleanup	[MyResourceWasRemoved<Anyone, Class<Plant>, Owner>]. Gain 1 titanium or 2 steel. 1 VP.
CuttingEdgeTechnology	Cutting Edge Technology	1 VP.	Effect: When you play a card with a requirement, you pay 2 M€ less for it.
DirectedImpactors	Directed Impactors		Action: Spend 6 M€ (titanium may be used) to add 1 asteroid to any card, or remove 1 asteroid from this card to raise temperature 1 step.
DiversitySupport	Diversity Support	Requires that you have 9 different types of resources. Raise your terraform rating 1 step.
FieldCappedCity	Field-Capped City	Increase your M€ production 2 steps and your energy production 1 step. Gain 3 plants. Place a city tile.
ImportedNutrients	Imported Nutrients	Gain 4 plants. Add 4 microbes to any card.
JovianEmbassy	Jovian Embassy	Raise your terraform rating 1 step. 1 VP.
MagneticShield	Magnetic Shield	Requires 3 power tags. Raise your terraform rating 4 steps.
MeatIndustry	Meat Industry		Effect: When you add an animal to any card, gain 2 M€.
Meltworks	Meltworks		Action: Spend 5 heat to gain 3 steel.
MoholeLake	Mohole Lake	Place an ocean tile. Raise temperature 1 step. Gain 3 plants.	Action: Add 1 microbe or 1 animal to any card.
Potatoes	Potatoes	Remove 2 plants. Increase your M€ production 2 steps.
SubCrustMeasurements	Sub-Crust Measurements	Requires 2 science tags. 2 VPs.	Action: Draw a project card.
TopsoilContract	Topsoil Contract	Gain 3 plants.	Effect: When you add a microbe to any card, gain 1 M€.
DeimosDownPromo	Deimos Down*	Raise temperature 3 steps. Place this tile on a land area not adjacent to any city tile. Gain 4 steel. Remove up to 6 plants from any player.
GreatDamPromo	Great Dam*	Requires 4 ocean tiles. Increase your energy production 2 steps. Place this tile on a land area adjacent to one or more ocean tiles. 1 VP.
MagneticFieldGeneratorsPromo	Magnetic Field Generators*	Decrease your energy production 4 steps and increase your plant production 2 steps. Raise your terraform rating 3 steps. Place this tile.
AsteroidRights	Asteroid Rights	Add 2 asteroids to this card.	Action: Spend 1 M€ to add 1 asteroid to any card, or remove 1 asteroid from this card to increase your M€ production 1 step or gain 2 titanium.
BactoviralResearch	Bactoviral Research	Draw a project card. Add 1 microbe to any card for each science tag you have.
BioPrintingFacility	Bio Printing Facility		Action: Spend 2 energy to gain 2 plants or add 1 animal to any card.
Harvest	Harvest	Requires that you have 3 greenery tiles. Gain 12 M€.
OutdoorSports	Outdoor Sports	Requires any city tile adjacent to an ocean tile. Increase your M€ production 2 steps.
SixteenPsyche	16 Psyche	Increase your titanium production 2 steps. Gain 3 titanium. 2 VPs.
RobotPollinators	Robot Pollinators	Requires 4% oxygen. Increase your plant production 1 step. Gain 1 plant for each plant tag you have.
Supercapacitors	Supercapacitors	Increase your M€ production 1 step.	Effect: [-Energy IF ProductionPhase: Energy FROM Heat?].
IcyImpactors	Icy Impactors		Action: Spend 10 M€ (titanium may be used) to add 2 asteroids to this card, or remove 1 asteroid from this card to [FirstPlayerOcean<Owner>].
DirectedHeatUsage	Directed Heat Usage		Action: Spend 3 heat to gain 4 M€ or 2 plants.
AqueductSystems	Aqueduct Systems	Requires that you have a city tile adjacent to an ocean tile. Draw 3 building cards. 1 VP.
AstraMechanica	Astra Mechanica	[2 ProjectCard FROM PlayedEvent?].
CarbonNanosystems	Carbon Nanosystems	1 VP.	Effect: When you play a science tag, add 1 graphene resource to this card. When you play a space tag or a city tag, [AcceptFromCard<This>]. [PayFromCard<This>:: -4 Owed].
CyberiaSystems	Cyberia Systems	Increase your steel production 1 step. Duplicate the production box of one of your building cards, then [CyberiaSystemsFirstChoice<CardFront(HAS BuildingTag)>], then [CopyProductionBox<CardFront(HAS BuildingTag, MAX 0 CyberiaSystemsFirstChoice)>], then [-CyberiaSystemsFirstChoice]. [CLASS CyberiaSystemsFirstChoice].
HermeticOrderOfMars	Hermetic Order Of Mars	Oxygen must be 4% or less. Increase your M€ production 2 steps. [1 / MarsArea(HAS MAX 0 Tile, Neighbor<OwnedTile>)].
HomeostasisBureau	Homeostasis Bureau	Increase your heat production 2 steps.	Effect: [TemperatureStep: 3].
KaguyaTech	Kaguya Tech	Increase your M€ production 2 steps. Draw a project card. [CityTile<LandArea> FROM GreeneryTile<LandArea>].
MartianLumberCorp	Martian Lumber Corp	Requires that you have 2 greenery tiles. Increase your plant production 1 step.	Effect: When you play a building tag, [-X Plant!], then [-3X Owed<Class<Megacredit>>.], or do nothing.
NeptunianPowerConsultants	Neptunian Power Consultants	Worth 1 VP per hydroelectric resource on this card.	Effect: When any ocean tile is placed, [NeptunianOption?]. [NeptunianOption: 5 Owed<Class<Megacredit>> THEN Accept<Class<Steel>> THEN MAX 0 Barrier: (PROD[Energy], Hydroelectric<This>)].
RedShips	Red Ships	Requires 4% oxygen.	Action: [1 / (CityTile<Anyone, MarsArea(HAS Neighbor<OceanTile>)> OR SpecialTile<Anyone, MarsArea(HAS Neighbor<OceanTile>)>)].
SolarLogistics	Solar Logistics	Gain 2 titanium. 1 VP.	Effect: When you play an Earth tag, you pay 2 M€ less. When any space event card is played, draw a project card.
StJosephOfCupertinoMission	St Joseph Of Cupertino Mission	Worth 1 VP per [Cathedral<Anyone>]. [CLASS Cathedral].	Action: Spend 5 M€ (steel may be used) to [Cathedral<Anyone, CityTile<Anyone>>].
Teslaract	Teslaract	Raise your terraform rating 1 step.	Action: Decrease your energy production 1 step to increase your plant production 1 step.
SoilEnrichment	Soil Enrichment	Remove 1 microbe from any card. Gain 5 plants.
