InventorsGuild	Inventors' Guild		Action: Look at the top card and either buy it or discard it.
SpaceElevator	Space Elevator	Increase your titanium production 1 step. 2 VPs.	Action: Spend 1 steel to gain 5 M€.
DevelopmentCenter	Development Center		Action: Spend 1 energy to draw 1 card.
SpaceStation	Space Station	1 VP.	Effect: When you play a space tag, pay 2 M€ less.
InterstellarColonyShip	Interstellar Colony Ship	Requires 5 science tags. 4 VPs.
SecurityFleet	Security Fleet	1 VP per fighter resource on this card.	Action: Spend 1 titanium to add 1 fighter resource to this card.
LightningHarvest	Lightning Harvest	Requires 3 science tags. Increase your energy production 1 step and your M€ production 1 step. 1 VP.
Tardigrades	Tardigrades	1 VP per 4 microbes on this card.	Action: Add 1 microbe to this card.
Virus	Virus	Remove up to 2 animals or up to 5 plants from any player.
MirandaResort	Miranda Resort	Increase your M€ production 1 step for each Earth tag you have. 1 VP.
Mine	Mine	Increase your steel production 1 step.
VestaShipyard	Vesta Shipyard	Increase your titanium production 1 step. 1 VP.
GreatEscarpmentConsortium	Great Escarpment Consortium	Requires that you have steel production. Decrease any player's steel production 1 step and increase your steel production 1 step.
MineralDeposit	Mineral Deposit	Gain 5 steel.
MiningArea	Mining Area	Place this tile on a land area with a steel or titanium placement bonus adjacent to one or more of your tiles and increase the matching production 1 step.
BuildingIndustries	Building Industries	Decrease your energy production 1 step and increase your steel production 2 steps.
LandClaim	Land Claim	Place your marker on a non-reserved area. Only you may place a tile here.
Sponsors	Sponsors	Increase your M€ production 2 steps.
ElectroCatapult	Electro Catapult	Requires that oxygen is 8% or lower. Decrease your energy production 1 step. 1 VP.	Action: Spend 1 plant or 1 steel to gain 7 M€.
EarthCatapult	Earth Catapult	2 VPs.	Effect: When you play a card, pay 2 M€ less.
AdvancedAlloys	Advanced Alloys		Effect: Each titanium or steel you spend is worth 1 M€ extra.
MarsUniversity	Mars University	1 VP.	Effect: When you play a science tag, you may discard a card from hand to draw 1 card.
ViralEnhancers	Viral Enhancers		Effect: When you play a bio tag, gain 1 plant or add 1 resource to that card.
QuantumExtractor	Quantum Extractor	Requires 4 science tags. Increase your energy production 4 steps.	Effect: When you play a space tag, pay 2 M€ less.
CallistoPenalMines	Callisto Penal Mines	Increase your M€ production 3 steps. 2 VPs.
TransNeptuneProbe	Trans-Neptune Probe	1 VP.
CommercialDistrict	Commercial District	Decrease your energy production 1 step and increase your M€ production 4 steps. Place this tile. 1 VP per city tile adjacent to this tile.
RoboticWorkforce	Robotic Workforce	Duplicate the production box of one of your building cards.
Research	Research	Counts as playing 2 science tags. Draw 2 cards. 1 VP.
GeneRepair	Gene Repair	Requires 3 science tags. Increase your M€ production 2 steps. 2 VPs.
IoMiningIndustries	Io Mining Industries	Increase your titanium production 2 steps and your M€ production 2 steps. 1 VP per Jovian tag you have.
MassConverter	Mass Converter	Requires 5 science tags. Increase your energy production 6 steps.	Effect: When you play a space tag, pay 2 M€ less.
PhysicsComplex	Physics Complex	2 VPs per science resource on this card.	Action: Spend 6 energy to add 1 science resource to this card.
TropicalResort	Tropical Resort	Decrease your heat production 2 steps and increase your M€ production 3 steps. 2 VPs.
TollStation	Toll Station	Increase your M€ production 1 step for each space tag your opponents have.
EarthOffice	Earth Office		Effect: When you play an Earth tag, pay 3 M€ less.
AcquiredCompany	Acquired Company	Increase your M€ production 3 steps.
MediaArchives	Media Archives	Gain 1 M€ for each card in all players' event piles.
MediaGroup	Media Group		Effect: When you play an event card, gain 3 M€.
BusinessNetwork	Business Network	Decrease your M€ production 1 step.	Action: Look at the top card and either buy it or discard it.
BusinessContacts	Business Contacts	Look at the top 4 cards from the deck. Draw 2 of them and discard the other 2.
BribedCommittee	Bribed Committee	Raise your terraform rating 2 steps. -2 VPs.
Sabotage	Sabotage	Remove up to 3 titanium, up to 4 steel, or up to 7 M€ from any player.
IndustrialCenter	Industrial Center	Place this tile on a land area adjacent to one or more city tiles.	Action: Spend 7 M€ to increase your steel production 1 step.
HiredRaiders	Hired Raiders	Steal up to 2 steel or up to 3 M€ from any player.
Hackers	Hackers	Decrease your energy production 1 step and any player's M€ production 2 steps and increase your M€ production 2 steps. -1 VP.
Cartel	Cartel	Increase your M€ production 1 step for each Earth tag you have.
TitaniumMine	Titanium Mine	Increase your titanium production 1 step.
CeosFavoriteProject	CEO's Favorite Project	Add 1 resource to a card with 1 or more resources on it.
AntiGravityTechnology	Anti-Gravity Technology	Requires 7 science tags. 3 VPs.	Effect: When you play a card, pay 2 M€ less.
InvestmentLoan	Investment Loan	Decrease your M€ production 1 step. Gain 10 M€.
CaretakerContract	Caretaker Contract	Requires that temperature is 0°C or higher.	Action: Spend 8 heat to raise your terraform rating 1 step.
StandardTechnology	Standard Technology		Effect: When you use a standard project, gain 3 M€.
PowerSupplyConsortium	Power Supply Consortium	Requires 2 power tags. Decrease any player's energy production 1 step and increase your energy production 1 step.
ProtectedHabitats	Protected Habitats		Effect: Opponents may not remove your plants, animals, or microbes.
Satellites	Satellites	Increase your M€ production 1 step for each space tag you have.
FuelFactory	Fuel Factory	Decrease your energy production 1 step and increase your titanium production 1 step and your M€ production 1 step.
CorporateStronghold	Corporate Stronghold	Decrease your energy production 1 step and increase your M€ production 3 steps. Place a city tile. -2 VPs.
OlympusConference	Olympus Conference	1 VP.	Effect: When you play a science tag, add 1 science resource to this card or remove 1 science resource from this card to draw 1 card.
RadSuits	Rad-Suits	Requires 2 city tiles. Increase your M€ production 1 step. 1 VP.
InventionContest	Invention Contest	Look at the top 3 cards from the deck. Draw 1 of them and discard the other 2.
PowerInfrastructure	Power Infrastructure		Action: Spend one or more energy to gain that amount of M€.
IndenturedWorkers	Indentured Workers	The next card you play this generation costs 8 M€ less. -1 VP.
LagrangeObservatory	Lagrange Observatory	Draw 1 card. 1 VP.
TerraformingGanymede	Terraforming Ganymede	Raise your terraform rating 1 step for each Jovian tag you have. 2 VPs.
RestrictedArea	Restricted Area	Place this tile.	Action: Spend 2 M€ to draw 1 card.
EnergyTapping	Energy Tapping	Decrease any player's energy production 1 step and increase your energy production 1 step. -1 VP.
TechnologyDemonstration	Technology Demonstration	Draw 2 cards.
MedicalLab	Medical Lab	Increase your M€ production 1 step for every 2 building tags you have. 1 VP.
AiCentral	AI Central	Requires 3 science tags. Decrease your energy production 1 step. 1 VP.	Action: Draw 2 cards.
SmallAsteroid	Small Asteroid	Raise temperature 1 step. Remove up to 2 plants from any player.
SnowAlgae	Snow Algae	Requires 2 ocean tiles. Increase your plant production 1 step and your heat production 1 step.
Penguins	Penguins	Requires 8 ocean tiles. 1 VP per animal on this card.	Action: Add 1 animal to this card.
AerialMappers	Aerial Mappers	1 VP.	Action: Add 1 floater to any card, or remove 1 floater from this card to draw 1 card.
AerosportTournament	Aerosport Tournament	Requires that you have 5 floaters. Gain 1 M€ for each city tile. 1 VP.
AirScrappingExpedition	Air-Scrapping Expedition	Raise Venus 1 step. Add 3 floaters to a Venus card.
AtalantaPlanitiaLab	Atalanta Planitia Lab	Requires 3 science tags. Draw 2 cards. 2 VPs.
Atmoscoop	Atmoscoop	Requires 3 science tags. Raise temperature 2 steps or Venus 2 steps. Add 2 floaters to any card. 1 VP.
CometForVenus	Comet For Venus	Raise Venus 1 step. Remove up to 4 M€ from a player with a Venus tag.
CorroderSuits	Corroder Suits	Increase your M€ production 2 steps. Add 1 resource to a Venus card.
DawnCity	Dawn City	Requires 4 science tags. Decrease your energy production 1 step and increase your titanium production 1 step. Place a city tile on the reserved area outside Mars. 3 VPs.
DeuteriumExport	Deuterium Export		Action: Add 1 floater to this card, or remove 1 floater from this card to increase your energy production 1 step.
Dirigibles	Dirigibles		Action: Add 1 floater to any card. / Effect: When you play a Venus tag, floaters on this card may be used as 3 M€ each.
ExtractorBalloons	Extractor Balloons	Add 3 floaters to this card.	Action: Add 1 floater to this card, or remove 2 floaters from this card to raise Venus 1 step.
Extremophiles	Extremophiles	Requires 2 science tags. 1 VP per 3 microbes on this card.	Action: Add 1 microbe to any card.
FloatingHabs	Floating Habs	Requires 2 science tags. 1 VP per 2 floaters on this card.	Action: Spend 2 M€ to add 1 floater to any card.
ForcedPrecipitation	Forced Precipitation		Action: Spend 2 M€ to add 1 floater to this card, or remove 2 floaters from this card to raise Venus 1 step.
FreyjaBiodomes	Freyja Biodomes	Requires that Venus is 10% or higher. Add 2 microbes or 2 animals to a Venus card. Decrease your energy production 1 step and increase your M€ production 2 steps. 2 VPs.
GhgImportFromVenus	GHG Import From Venus	Raise Venus 1 step. Increase your heat production 3 steps.
GiantSolarShade	Giant Solar Shade	Raise Venus 3 steps.
Gyropolis	Gyropolis	Decrease your energy production 2 steps. Increase your M€ production 1 step for each Venus tag you have. Increase your M€ production 1 step for each Earth tag you have. Place a city tile.
HydrogenToVenus	Hydrogen To Venus	Raise Venus 1 step. Add 1 floater to a Venus card for each Jovian tag you have.
IoSulphurResearch	Io Sulphur Research	Draw 1 card, or draw 3 cards if you have 3 or more Venus tags. 2 VPs.
IshtarMining	Ishtar Mining	Requires that Venus is 8% or higher. Increase your titanium production 1 step.
JetStreamMicroscrappers	Jet Stream Microscrappers		Action: Spend 1 titanium to add 2 floaters to this card, or remove 2 floaters from this card to raise Venus 1 step.
LocalShading	Local Shading		Action: Add 1 floater to this card, or remove 1 floater from this card to increase your M€ production 1 step.
LunaMetropolis	Luna Metropolis	Increase your M€ production 1 step for each Earth tag you have. Place a city tile on the reserved area outside Mars. 2 VPs.
LuxuryFoods	Luxury Foods	Requires Venus, Earth, and Jovian tags. 2 VPs.
MaxwellBase	Maxwell Base	Requires that Venus is 12% or higher. Decrease your energy production 1 step. Place a city tile on the reserved area outside Mars. 3 VPs.	Action: Add 1 resource to a Venus card.
MiningQuota	Mining Quota	Requires Venus, Earth, and Jovian tags. Increase your steel production 2 steps.
NeutralizerFactory	Neutralizer Factory	Requires that Venus is 10% or higher. Raise Venus 1 step.
Omnicourt	Omnicourt	Requires Venus, Earth, and Jovian tags. Raise your terraform rating 2 steps.
OrbitalReflectors	Orbital Reflectors	Raise Venus 2 steps. Increase your heat production 2 steps.
RotatorImpacts	Rotator Impacts	Requires that Venus is 14% or lower.	Action: Spend 6 M€ (titanium may be used) to add 1 asteroid to this card, or remove 1 asteroid from this card to raise Venus 1 step.
SisterPlanetSupport	Sister Planet Support	Requires Venus and Earth tags. Increase your M€ production 3 steps.
Solarnet	Solarnet	Requires Venus, Earth, and Jovian tags. Draw 2 cards. 1 VP.
SpinInducingAsteroid	Spin-Inducing Asteroid	Requires that Venus is 10% or lower. Raise Venus 2 steps.
SponsoredAcademies	Sponsored Academies	Discard 1 card from hand and then draw 3 cards. All opponents draw 1 card. 1 VP.
Stratopolis	Stratopolis	Requires 2 science tags. Increase your M€ production 2 steps. Place a city tile on the reserved area outside Mars. 1 VP per 3 floaters on this card.	Action: Add 2 floaters to a Venus card.
StratosphericBirds	Stratospheric Birds	Requires that Venus is 12% or higher. Remove 1 floater from any card. 1 VP per animal on this card.	Action: Add 1 animal to this card.
SulphurExports	Sulphur Exports	Raise Venus 1 step. Increase your M€ production 1 step for each Venus tag you have.
SulphurEatingBacteria	Sulphur-Eating Bacteria	Requires that Venus is 6% or higher.	Action: Add 1 microbe to this card, or remove one or more microbes from this card to gain triple that amount of M€.
TerraformingContract	Terraforming Contract	Requires that your terraform rating is 25 or higher. Increase your M€ production 4 steps.
Thermophiles	Thermophiles	Requires that Venus is 6% or higher.	Action: Add 1 microbe to a Venus card, or remove 2 microbes from this card to raise Venus 1 step.
WaterToVenus	Water To Venus	Raise Venus 1 step.
VenusGovernor	Venus Governor	Requires 2 Venus tags. Increase your M€ production 2 steps.
VenusMagnetizer	Venus Magnetizer	Requires that Venus is 10% or higher.	Action: Decrease your energy production 1 step to raise Venus 1 step.
VenusSoils	Venus Soils	Raise Venus 1 step. Increase your plant production 1 step. Add 2 microbes to any card.
VenusWaystation	Venus Waystation	1 VP.	Effect: When you play a Venus tag, pay 2 M€ less.
VenusianAnimals	Venusian Animals	Requires that Venus is 18% or higher. 1 VP per animal on this card.	Effect: When you play a science tag, add 1 animal to this card.
VenusianInsects	Venusian Insects	Requires that Venus is 12% or higher. 1 VP per 2 microbes on this card.	Action: Add 1 microbe to this card.
VenusianPlants	Venusian Plants	Requires that Venus is 16% or higher. Raise Venus 1 step. Add 1 microbe or 1 animal to a Venus card. 1 VP.
HousePrinting	House Printing	Increase your steel production 1 step. 1 VP.
LavaTubeSettlement	Lava Tube Settlement	Decrease your energy production 1 step and increase your M€ production 2 steps. Place a city tile on a volcanic area if using a board that has one, otherwise place it normally.
MartianSurvey	Martian Survey	Requires that oxygen is 4% or lower. Draw 2 cards. 1 VP.
Psychrophiles	Psychrophiles	Requires that temperature is -20°C or lower.	Action: Add 1 microbe to this card. / Effect: When you play a plant tag, microbes on this card may be used as 2 M€ each.
ResearchCoordination	Research Coordination	After being played, when you perform an action, the wild tag counts as any tag of your choice.
SfMemorial	SF Memorial	Draw 1 card. 1 VP.
SpaceHotels	Space Hotels	Requires 2 Earth tags. Increase your M€ production 4 steps.
Airliners	Airliners	Requires that you have 3 floaters. Increase your M€ production 2 steps. Add 2 floaters to any card. 1 VP.
AirRaid	Air Raid	Remove 1 floater from any card. Steal up to 5 M€ from any player.
AtmoCollectors	Atmo Collectors	Add 2 floaters to any card.	Action: Add 1 floater to this card, or remove 1 floater from this card to gain 2 titanium, 3 energy, or 4 heat.
CommunityServices	Community Services	Increase your M€ production 1 step for each card with no tags. 1 VP.
Conscription	Conscription	Requires 2 Earth tags. The next card you play this generation costs 16 M€ less. -1 VP.
CoronaExtractor	Corona Extractor	Requires 4 science tags. Increase your energy production 4 steps.
CryoSleep	Cryo-Sleep	1 VP.	Effect: When you use the Trade standard action, pay 1 less resource.
EarthElevator	Earth Elevator	Increase your titanium production 3 steps. 4 VPs.
EcologyResearch	Ecology Research	Increase your plant production 1 step for each colony you own. Add 1 animal to any card. Add 2 microbes to any card. 1 VP.
FloaterLeasing	Floater Leasing	Increase your M€ production 1 step for every 3 floaters you have.
FloaterPrototypes	Floater Prototypes	Add 2 floaters to any card.
FloaterTechnology	Floater Technology		Action: Add 1 floater to any card.
GalileanWaystation	Galilean Waystation	Increase your M€ production 1 step for each Jovian tag among all players. 1 VP.
HeavyTaxation	Heavy Taxation	Requires 2 Earth tags. Increase your M€ production 2 steps. Gain 4 M€. -1 VP.
IceMoonColony	Ice Moon Colony	Place a colony. Place an ocean tile.
ImpactorSwarm	Impactor Swarm	Requires 2 Jovian tags. Gain 12 heat. Remove up to 2 plants from any player.
InterplanetaryColonyShip	Interplanetary Colony Ship	Place a colony.
JovianLanterns	Jovian Lanterns	Requires a Jovian tag. Raise your terraform rating 1 step. Add 2 floaters to any card. 1 VP per 2 floaters on this card.	Action: Spend 1 titanium to add 2 floaters to this card.
JupiterFloatingStation	Jupiter Floating Station	Requires 3 science tags. 1 VP.	Action: Add 1 floater to a Jovian card, or gain 1 M€ for each floater on this card (max 4).
LunaGovernor	Luna Governor	Requires 3 Earth tags. Increase your M€ production 2 steps.
LunarExports	Lunar Exports	Increase your plant production 2 steps or your M€ production 5 steps.
LunarMining	Lunar Mining	Increase your titanium production 1 step for every 2 Earth tags you have.
MarketManipulation	Market Manipulation	Increase one colony tile track 1 step and decrease another colony tile track 1 step.
MartianZoo	Martian Zoo	Requires 2 city tiles. 1 VP.	Action: Gain 1 M€ for each animal on this card. / Effect: When you play an Earth tag, add 1 animal to this card.
MiningColony	Mining Colony	Increase your titanium production 1 step. Place a colony.
MinorityRefuge	Minority Refuge	Decrease your M€ production 2 steps. Place a colony.
MolecularPrinting	Molecular Printing	Gain 1 M€ for each city tile. Gain 1 M€ for each colony. 1 VP.
NitrogenFromTitan	Nitrogen From Titan	Raise your terraform rating 2 steps. Add 2 floaters to a Jovian card. 1 VP.
PioneerSettlement	Pioneer Settlement	Requires that you have 1 or fewer colonies. Decrease your M€ production 2 steps. Place a colony. 2 VPs.
ProductiveOutpost	Productive Outpost	Gain all your colony bonuses.
QuantumCommunications	Quantum Communications	Requires 4 science tags. Increase your M€ production 1 step for each colony. 1 VP.
RedSpotObservatory	Red Spot Observatory	Requires 3 science tags. Draw 2 cards. 2 VPs.	Action: Add 1 floater to this card, or remove 1 floater from this card to draw 1 card.
RefugeeCamps	Refugee Camps	1 VP per camp resource on this card.	Action: Decrease your M€ production 1 step to add 1 camp resource to this card.
ResearchColony	Research Colony	Place a colony. May be placed where you already have a colony. Draw 2 cards.
RimFreighters	Rim Freighters		Effect: When you use the Trade standard action, pay 1 less resource.
SkyDocks	Sky Docks	Requires 2 Earth tags. Gain 1 Trade Fleet. 2 VPs.	Effect: When you play a card, pay 1 M€ less.
SolarProbe	Solar Probe	Draw 1 card for every 3 science tags you have. 1 VP.
SolarReflectors	Solar Reflectors	Increase your heat production 5 steps.
SpacePort	Space Port	Requires that you have a colony. Gain 1 Trade Fleet. Place a city tile. Decrease your energy production 1 step and increase your M€ production 4 steps.
SpacePortColony	Space Port Colony	Requires that you have a colony. Place a colony. May be placed on a colony tile where you already have a colony. Gain 1 Trade Fleet. 1 VP per 2 colonies in play.
SpinOffDepartment	Spin-Off Department	Increase your M€ production 2 steps.	Effect: When you play a card with a printed cost of 20 M€ or more, draw 1 card.
SubZeroSaltFish	Sub-Zero Salt Fish	Requires that temperature is -6°C or higher. Decrease any player's plant production 1 step. 1 VP per 2 animals on this card.	Action: Add 1 animal to this card.
TitanAirScrapping	Titan Air-Scrapping	2 VPs.	Action: Spend 1 titanium to add 2 floaters to this card, or remove 2 floaters from this card to raise your terraform rating 1 step.
TitanFloatingLaunchPad	Titan Floating Launch-Pad	Add 2 floaters to a Jovian card. 1 VP.	Action: Add 1 floater to a Jovian card, or remove 1 floater from this card to trade.
TitanShuttles	Titan Shuttles	1 VP.	Action: Add 2 floaters to a Jovian card, or remove one or more floaters from this card to gain the same number of titanium.
TradeEnvoys	Trade Envoys		Effect: When you trade, you may first increase that colony tile track 1 step.
TradingColony	Trading Colony	Place a colony.	Effect: When you trade, you may first increase that colony tile track 1 step.
UrbanDecomposers	Urban Decomposers	Requires that you have a city tile and a colony. Increase your plant production 1 step. Add 2 microbes to any card.
WarpDrive	Warp Drive	Requires 5 science tags. 2 VPs.	Effect: When you play a space tag, pay 4 M€ less.
DuskLaserMining	Dusk Laser Mining	Requires 2 science tags. Decrease your energy production 1 step and increase your titanium production 1 step. Gain 4 titanium.
ProjectInspection	Project Inspection	Use an action from a card with an action-used marker.
EnergyMarket	Energy Market		Action: Spend 2X M€ to gain X energy, or decrease your energy production 1 step to gain 8 M€.
HiTechLab	Hi-Tech Lab	1 VP.	Action: Spend one or more energy to reveal the same number of cards. Draw 1 of them and discard the rest.
InterplanetaryTrade	Interplanetary Trade	Increase your M€ production 1 step for each different tag you have. 1 VP.
LawSuit	Law Suit	Steal 3 M€ from a player that removed your resources or decreased your production this generation. Place this card face down in that player's event pile. -1 VP.
MercurianAlloys	Mercurian Alloys	Requires 2 science tags.	Effect: Each titanium you spend is worth 1 M€ extra.
OrbitalCleanup	Orbital Cleanup	Decrease your M€ production 2 steps. 2 VPs.	Action: Gain 1 M€ for each science tag you have.
RegoPlastics	Rego Plastics	1 VP.	Effect: Each steel you spend is worth 1 M€ extra.
SaturnSurfing	Saturn Surfing	Add 1 floater to this card for each Earth tag you have. 1 VP.	Action: Remove 1 floater from this card to gain 1 M€ for each floater on this card (max 4) and gain 1 M€.
StanfordTorus	Stanford Torus	Place a city tile on the reserved area outside Mars. 2 VPs.
Advertising	Advertising		Effect: When you play a card with a printed cost of 20 M€ or more, increase your M€ production 1 step.
AsteroidDeflectionSystem	Asteroid Deflection System	Decrease your energy production 1 step. 1 VP per asteroid on this card.	Action: Reveal and discard the top card of the deck. If it has a space tag, add 1 asteroid to this card. / Opponents may not remove your plants.
AsteroidHollowing	Asteroid Hollowing	1 VP per 2 asteroids on this card.	Action: Spend 1 titanium to add 1 asteroid to this card and increase your M€ production 1 step.
CometAiming	Comet Aiming		Action: Spend 1 titanium to add 1 asteroid to any card, or remove 1 asteroid from this card to place an ocean tile.
CrashSiteCleanup	Crash Site Cleanup	Requires that a player removed another player's plants this generation. Gain 1 titanium or 2 steel. 1 VP.
CuttingEdgeTechnology	Cutting Edge Technology	1 VP.	Effect: When you play a card with a requirement, pay 2 M€ less.
DirectedImpactors	Directed Impactors		Action: Spend 6 M€ (titanium may be used) to add 1 asteroid to any card, or remove 1 asteroid from this card to raise temperature 1 step.
DiversitySupport	Diversity Support	Requires that you have 9 different types of resources. Raise your terraform rating 1 step.
FieldCappedCity	Field-Capped City	Increase your M€ production 2 steps and your energy production 1 step. Gain 3 plants. Place a city tile.
ImportedNutrients	Imported Nutrients	Gain 4 plants. Add 4 microbes to any card.
JovianEmbassy	Jovian Embassy	Raise your terraform rating 1 step. 1 VP.
MagneticShield	Magnetic Shield	Requires 3 power tags. Raise your terraform rating 4 steps.
MeatIndustry	Meat Industry		Effect: When you add an animal to any card, gain 2 M€.
Meltworks	Meltworks		Action: Spend 5 heat to gain 3 steel.
MoholeLake	Mohole Lake	Place an ocean tile. Raise temperature 1 step. Gain 3 plants.	Action: Add 1 microbe or 1 animal to any card.
Potatoes	Potatoes	Remove 2 plants. Increase your M€ production 2 steps.
SubCrustMeasurements	Sub-Crust Measurements	Requires 2 science tags. 2 VPs.	Action: Draw 1 card.
TopsoilContract	Topsoil Contract	Gain 3 plants.	Effect: When you add a microbe to any card, gain 1 M€.
DeimosDownPromo	Deimos Down*	Raise temperature 3 steps. Place this tile on a land area not adjacent to any city tile. Gain 4 steel. Remove up to 6 plants from any player.
GreatDamPromo	Great Dam*	Requires 4 ocean tiles. Increase your energy production 2 steps. Place this tile on a land area adjacent to one or more ocean tiles. 1 VP.
MagneticFieldGeneratorsPromo	Magnetic Field Generators*	Decrease your energy production 4 steps and increase your plant production 2 steps. Raise your terraform rating 3 steps. Place this tile.
AsteroidRights	Asteroid Rights	Add 2 asteroids to this card.	Action: Spend 1 M€ to add 1 asteroid to any card, or remove 1 asteroid from this card to increase your M€ production 1 step or gain 2 titanium.
BioPrintingFacility	Bio Printing Facility		Action: Spend 2 energy to gain 2 plants or add 1 animal to any card.
BactoviralResearch	Bactoviral Research	Draw a card. Add 1 microbe to any card for each science tag you have.
Harvest	Harvest	Requires that you have 3 or more greenery tiles. Gain 12 M€.
OutdoorSports	Outdoor Sports	Requires any city tile adjacent to an ocean tile. Increase your M€ production 2 steps.
NewPartner	New Partner	Increase your M€ production 1 step. Draw 2 Prelude cards. Discard 1 of them, then play the remaining card.
Merger	Merger	Draw 4 corporation cards. Discard 3 of them, then play the remaining card. Then pay 42 M€.
CorporateArchives	Corporate Archives	Gain 13 M€. Look at the top 7 cards from the deck. Draw 2 of them and discard the other 5.
DoubleDown	Double Down	Copy your other Prelude's direct effect.
HeadStart	Head Start	Gain 2 steel. Gain 2 M€ for each project card you have in hand. Immediately take 2 actions.
SixteenPsyche	16 Psyche	Increase your titanium production 2 steps. Gain 3 titanium. 2 VPs.
RobotPollinators	Robot Pollinators	Requires that oxygen is 4% or higher. Increase your plant production 1 step. Gain 1 plant for each plant tag you have.
AqueductSystems	Aqueduct Systems	Requires that you have a city tile adjacent to an ocean tile. Draw 3 building cards. 1 VP.
CarbonNanosystems	Carbon Nanosystems	1 VP.	Effect: When you play a science tag, add 1 graphene resource to this card. When you play a space tag or a city tag, graphene resources on this card may be used as 4 M€ each.
NeptunianPowerConsultants	Neptunian Power Consultants	1 VP per hydroelectric resource on this card.	Effect: When any ocean tile is placed, you may pay 5 M€ (steel may be used) to increase your energy production 1 step and add 1 hydroelectric resource to this card.
SolarLogistics	Solar Logistics	Gain 2 titanium. 1 VP.	Effect: When you play an Earth tag, pay 2 M€ less. When any space event card is played, draw 1 card.
Supermarkets	Supermarkets	Requires 2 city tiles. Increase your M€ production 2 steps. 1 VP.
Hospitals	Hospitals	Decrease your energy production 1 step. 1 VP.	Action: Remove 1 disease resource from any of your cards to gain 1 M€ for each city tile. / Effect: When any city tile is placed, add 1 disease resource to this card.
PublicBaths	Public Baths	Requires 6 ocean tiles. Gain 6 M€. 1 VP.
CityParks	City Parks	Requires that you have 3 or more city tiles. Gain 2 plants. 2 VPs.
PublicPlans	Public Plans	Reveal any number of other cards from your hand (your opponents may inspect them). Gain 1 M€ for each revealed card. 1 VP.
SterlingVents	Sterling Vents	Decrease your heat production 2 steps and increase your energy production 2 steps. 1 VP.
TychoMagnetics	Tycho Magnetics	Gain 42 M€. Increase your energy production 1 step.	Action: [X Energy -> ProjectCard].
KuiperCooperative	Kuiper Cooperative	Gain 33 M€. Increase your titanium production 1 step.	Action: Add 1 asteroid to this card for each space tag you have. / Effect: When you use a standard project or a standard project, asteroids on this card may be used as 1 M€ each.
PolderTechDutch	Polder Tech Dutch	Gain 35 M€. As your first action, place an ocean tile, then place a greenery tile on a land area adjacent to one or more ocean tiles.	Effect: When you place an ocean tile, gain 1 energy. When you place a greenery tile, gain 1 plant.
AntiDesertificationTechniques	Anti Desertification Techniques	Gain 3 M€. Increase your plant production 1 step and your steel production 1 step.
FakeEstablishedMethods	Fake Established Methods	Gain 30 M€. [UseAction<StandardAction>!]. [UseAction<StandardAction>!].
GiantSolarCollector	Giant Solar Collector	Increase your energy production 2 steps. Raise Venus 1 step.
StrategicBasePlanning	Strategic Base Planning	Remove 3 M€. Place a city tile. Place a colony.
AlbedoPlants	Albedo Plants	Increase your plant production 1 step. Gain 1 plant.	Effect: When you play a plant tag, gain 3 heat.
Supercapacitors	Supercapacitors	Increase your M€ production 1 step.	Effect: [-Energy IF ProductionPhase: Energy FROM Heat?].
IcyImpactors	Icy Impactors		Action: Spend 10 M€ (titanium may be used) to add 2 asteroids to this card, or remove 1 asteroid from this card to [FirstPlayerOcean<Owner>].
DirectedHeatUsage	Directed Heat Usage		Action: Spend 3 heat to gain 4 M€ or 2 plants.
AstraMechanica	Astra Mechanica	[2 ProjectCard FROM PlayedEvent?].
CyberiaSystems	Cyberia Systems	Increase your steel production 1 step. [CopyProductionBox<CardFront(HAS BuildingTag)>], then [CyberiaSystemsFirstChoice<CardFront(HAS BuildingTag)>], then [CopyProductionBox<CardFront(HAS BuildingTag, MAX 0 CyberiaSystemsFirstChoice)>], then [-CyberiaSystemsFirstChoice].
HermeticOrderOfMars	Hermetic Order Of Mars	Requires that oxygen is 4% or lower. Increase your M€ production 2 steps. [1 / MarsArea(HAS MAX 0 Tile, Neighbor<OwnedTile>)].
HomeostasisBureau	Homeostasis Bureau	Increase your heat production 2 steps.	Effect: [TemperatureStep: 3].
KaguyaTech	Kaguya Tech	Increase your M€ production 2 steps. Draw a card. [CityTile<LandArea> FROM GreeneryTile<LandArea>].
MartianLumberCorp	Martian Lumber Corp	Requires that you have 2 or more greenery tiles. Increase your plant production 1 step.	Effect: When you play a building tag, [-X Plant!], then [-3X Owed<Class<Megacredit>>.], or do nothing.
RedShips	Red Ships	Requires that oxygen is 4% or higher.	Action: [1 / (CityTile<Anyone, MarsArea(HAS Neighbor<OceanTile>)> OR SpecialTile<Anyone, MarsArea(HAS Neighbor<OceanTile>)>)].
StJosephOfCupertinoMission	St Joseph Of Cupertino Mission	1 VP per [Cathedral<Anyone>].	Action: Spend 5 M€ (steel may be used) to [Cathedral<Anyone, CityTile<Anyone>>].
Teslaract	Teslaract	Raise your terraform rating 1 step.	Action: Decrease your energy production 1 step to increase your plant production 1 step.
SoilEnrichment	Soil Enrichment	Remove 1 microbe from any card. Gain 5 plants.
Casinos	Casinos	Requires that you have a city tile. Decrease your energy production 1 step and increase your M€ production 4 steps.
ProtectedGrowth	Protected Growth	Requires that oxygen is 7% or lower. Gain 1 plant for each power tag you have.
